iter	Passed	Remaining
184	550	2425
185	553	2423
186	556	2421
187	559	2418
188	563	2417
189	566	2414
190	569	2412
191	572	2408
192	575	2406
193	578	2402
194	581	2398
195	583	2393
196	586	2389
197	588	2385
198	591	2381
199	594	2376
200	596	2373
201	600	2370
202	602	2367
203	606	2365
204	609	2363
205	612	2361
206	615	2358
207	619	2357
208	621	2353
209	624	2350
210	627	2347
211	630	2344
212	634	2343
213	636	2339
214	639	2336
215	642	2332
216	645	2329
217	648	2327
218	652	2326
219	656	2326
220	657	2318
221	660	2316
222	664	2314
223	666	2310
224	670	2308
225	673	2306
226	676	2302
227	677	2295
228	683	2299
229	686	2296
230	689	2295
231	706	2337
232	710	2337
233	713	2335
234	716	2332
235	720	2331
236	721	2323
237	724	2320
238	727	2317
239	731	2316
240	734	2312
241	737	2309
242	740	2305
243	743	2304
244	746	2301
245	749	2297
246	753	2295
247	756	2294
248	760	2292
249	763	2289
250	765	2284
251	769	2282
252	772	2279
253	775	2278
254	778	2275
255	782	2272
256	785	2269
257	788	2267
258	791	2264
259	794	2262
260	798	2260
261	801	2257
262	804	2253
263	807	2250
264	809	2246
265	812	2242
266	815	2240
267	819	2237
268	822	2234
269	824	2230
270	828	2227
271	831	2225
272	834	2222
273	837	2217
274	840	2214
275	843	2212
276	846	2209
277	849	2206
278	853	2204
279	856	2201
280	858	2197
281	861	2194
282	864	2189
283	867	2187
284	870	2183
285	873	2179
286	876	2177
287	878	2171
288	881	2168
289	884	2165
290	887	2162
291	890	2159
292	893	2156
293	895	2149
294	898	2147
295	900	2142
296	904	2141
297	907	2136
298	910	2133
299	912	2129
300	916	2127
301	918	2124
302	922	2121
303	925	2118
304	928	2114
305	931	2111
306	933	2107
307	936	2103
308	938	2097
309	939	2092
310	943	2090
311	945	2084
312	948	2082
313	949	2075
314	952	2072
315	955	2068
316	959	2066
317	962	2063
318	963	2057
319	965	2051
320	966	2044
321	969	2042
322	973	2040
323	977	2038
324	980	2036
325	983	2034
326	986	2030
327	989	2028
328	993	2025
329	996	2022
330	1000	2021
331	1003	2019
332	1007	2017
333	1010	2014
334	1013	2011
335	1016	2008
336	1019	2006
337	1023	2003
338	1026	2001
339	1029	1998
340	1033	1996
341	1036	1994
342	1039	1991
343	1043	1989
344	1046	1986
345	1049	1983
346	1052	1980
347	1055	1977
348	1059	1975
349	1062	1973
350	1065	1969
351	1068	1966
352	1071	1963
353	1073	1959
354	1077	1957
355	1080	1954
356	1084	1952
357	1087	1949
358	1090	1947
359	1093	1944
360	1096	1941
361	1099	1938
362	1102	1935
363	1106	1932
364	1109	1929
365	1112	1927
366	1115	1924
367	1119	1921
368	1122	1918
369	1125	1916
370	1128	1913
371	1131	1910
372	1133	1905
373	1136	1902
374	1139	1899
375	1141	1895
376	1144	1891
377	1148	1889
378	1150	1885
379	1153	1882
380	1156	1878
381	1159	1875
382	1162	1872
383	1164	1867
384	1167	1865
385	1171	1862
386	1174	1859
387	1177	1857
388	1180	1854
389	1182	1850
390	1186	1847
391	1189	1844
392	1192	1842
393	1195	1838
394	1199	1836
395	1201	1833
396	1205	1830
397	1207	1826
398	1210	1823
399	1213	1820
400	1216	1817
401	1219	1813
402	1222	1810
403	1225	1807
404	1227	1803
405	1230	1801
406	1235	1800
407	1239	1797
408	1241	1794
409	1244	1791
410	1247	1788
411	1250	1784
412	1253	1781
413	1256	1779
414	1260	1776
415	1263	1774
416	1266	1770
417	1269	1768
418	1273	1765
419	1276	1762
420	1278	1758
421	1282	1756
422	1285	1754
423	1289	1751
424	1292	1748
425	1295	1746
426	1299	1743
427	1302	1740
428	1305	1737
429	1308	1734
430	1311	1732
431	1315	1729
432	1317	1725
433	1320	1722
434	1323	1719
435	1326	1716
436	1329	1712
437	1332	1709
438	1335	1706
439	1338	1704
440	1341	1700
441	1344	1697
442	1347	1694
443	1350	1691
444	1353	1688
445	1357	1686
446	1360	1682
447	1363	1680
448	1367	1677
449	1370	1675
450	1373	1671
451	1375	1668
452	1379	1665
453	1382	1662
454	1385	1659
455	1388	1656
456	1391	1653
457	1394	1650
458	1397	1647
459	1400	1644
460	1402	1640
461	1405	1637
462	1409	1634
463	1411	1631
464	1414	1627
465	1417	1623
466	1420	1621
467	1423	1617
468	1425	1614
469	1428	1610
470	1431	1607
471	1434	1605
472	1438	1602
473	1441	1600
474	1445	1597
475	1448	1594
476	1451	1591
477	1455	1589
478	1458	1586
479	1461	1583
480	1464	1580
481	1467	1577
482	1471	1574
483	1474	1571
484	1477	1569
485	1481	1566
486	1484	1564
487	1487	1561
488	1490	1557
489	1493	1554
490	1497	1552
491	1500	1549
492	1503	1546
493	1506	1543
494	1509	1540
495	1513	1537
496	1516	1534
497	1518	1531
498	1522	1528
499	1525	1525
500	1528	1522
501	1531	1519
502	1535	1517
503	1538	1513
504	1541	1510
505	1544	1507
506	1547	1504
507	1550	1501
508	1553	1499
509	1556	1495
510	1559	1492
511	1563	1490
512	1566	1487
513	1570	1484
514	1573	1481
515	1576	1478
516	1579	1475
517	1582	1472
518	1585	1469
519	1588	1466
520	1591	1463
521	1595	1460
522	1598	1457
523	1600	1454
524	1603	1450
525	1606	1447
526	1609	1444
527	1612	1441
528	1615	1438
529	1619	1435
530	1622	1433
531	1625	1430
532	1629	1427
533	1632	1424
534	1635	1421
535	1638	1418
536	1641	1415
537	1644	1412
538	1648	1409
539	1651	1406
540	1655	1404
541	1658	1401
542	1661	1398
543	1664	1395
544	1668	1392
545	1671	1390
546	1675	1387
547	1678	1384
548	1681	1381
549	1685	1378
550	1688	1375
551	1693	1374
552	1696	1371
553	1700	1368
554	1703	1366
555	1724	1377
556	1728	1374
557	1731	1371
558	1735	1368
559	1738	1366
560	1741	1363
561	1745	1360
562	1748	1356
563	1751	1354
564	1754	1351
565	1757	1347
566	1760	1344
567	1763	1341
568	1766	1338
569	1770	1335
570	1773	1332
571	1776	1329
572	1780	1326
573	1783	1323
574	1787	1320
575	1790	1317
576	1794	1315
577	1797	1312
578	1800	1309
579	1803	1305
580	1806	1302
581	1810	1300
582	1812	1296
583	1816	1293
584	1819	1290
585	1822	1287
586	1825	1284
587	1827	1280
588	1831	1278
589	1834	1275
590	1838	1272
591	1841	1268
592	1844	1266
593	1847	1263
594	1850	1259
595	1854	1256
596	1857	1253
597	1860	1250
598	1864	1247
599	1868	1245
600	1871	1242
601	1874	1239
602	1877	1236
603	1881	1233
604	1884	1230
605	1888	1227
606	1890	1224
607	1893	1220
608	1897	1218
609	1900	1214
610	1904	1212
611	1907	1209
612	1910	1206
613	1913	1202
614	1916	1199
615	1919	1196
616	1923	1193
617	1926	1191
618	1930	1188
619	1933	1185
620	1936	1182
621	1939	1178
622	1942	1175
623	1945	1172
624	1948	1169
625	1951	1166
626	1955	1163
627	1958	1160
628	1961	1156
629	1964	1153
630	1967	1150
631	1970	1147
632	1973	1143
633	1975	1140
634	1979	1137
635	1982	1134
636	1985	1131
637	1988	1128
638	1991	1125
639	1995	1122
640	1997	1118
641	2000	1115
642	2004	1112
643	2006	1109
644	2009	1106
645	2013	1103
646	2016	1100
647	2020	1097
648	2023	1094
649	2027	1091
650	2030	1088
651	2033	1085
652	2036	1081
653	2039	1078
654	2042	1075
655	2045	1072
656	2049	1070
657	2052	1066
658	2056	1063
659	2059	1060
660	2062	1057
661	2065	1054
662	2068	1051
663	2072	1048
664	2075	1045
665	2078	1042
666	2081	1039
667	2084	1036
668	2088	1033
669	2091	1029
670	2094	1026
671	2096	1023
672	2100	1020
673	2103	1017
674	2106	1014
675	2109	1011
676	2112	1007
677	2115	1004
678	2119	1001
679	2122	998
680	2125	995
681	2128	992
682	2131	989
683	2135	986
684	2138	983
685	2141	980
686	2144	976
687	2146	973
688	2150	970
689	2153	967
690	2156	964
691	2159	960
692	2162	957
693	2165	954
694	2168	951
695	2171	948
696	2173	945
697	2176	941
698	2179	938
699	2182	935
700	2186	932
701	2189	929
702	2192	926
703	2195	923
704	2199	920
705	2202	917
706	2205	913
707	2208	910
708	2212	907
709	2216	905
710	2220	902
711	2223	899
712	2226	896
713	2229	892
714	2232	890
715	2235	886
716	2238	883
717	2241	880
718	2244	877
719	2247	873
720	2250	870
721	2253	867
722	2257	864
723	2260	861
724	2263	858
725	2266	855
726	2269	852
727	2273	849
728	2276	846
729	2279	843
730	2283	840
731	2286	837
732	2289	834
733	2293	830
734	2295	827
735	2298	824
736	2302	821
737	2304	818
738	2308	815
739	2311	812
740	2314	808
741	2317	805
742	2321	802
743	2324	799
744	2327	796
745	2330	793
746	2333	790
747	2337	787
748	2341	784
749	2344	781
750	2347	778
751	2350	775
752	2353	772
753	2357	769
754	2360	766
755	2363	762
756	2366	759
757	2369	756
758	2372	753
759	2376	750
760	2379	747
761	2383	744
762	2386	741
763	2389	738
764	2393	735
765	2396	732
766	2399	728
767	2401	725
768	2404	722
769	2408	719
770	2411	716
771	2414	713
772	2418	710
773	2421	707
774	2425	704
775	2428	700
776	2430	697
777	2434	694
778	2437	691
779	2440	688
780	2442	685
781	2445	681
782	2447	678
783	2451	675
784	2454	672
785	2457	669
786	2460	665
787	2464	662
788	2467	659
789	2469	656
790	2472	653
791	2476	650
792	2478	646
793	2481	643
794	2484	640
795	2486	637
796	2489	634
797	2492	630
798	2495	627
799	2498	624
800	2501	621
801	2504	618
802	2508	615
803	2511	612
804	2514	609
805	2516	605
806	2519	602
807	2522	599
808	2525	596
809	2528	593
810	2531	589
811	2534	586
812	2537	583
813	2540	580
814	2543	577
815	2547	574
816	2550	571
817	2553	568
818	2555	564
819	2558	561
820	2561	558
821	2564	555
822	2567	552
823	2571	549
824	2574	546
825	2578	543
826	2581	540
827	2584	536
828	2589	534
829	2592	530
830	2595	527
831	2599	524
832	2602	521
833	2605	518
834	2609	515
835	2612	512
836	2615	509
837	2619	506
838	2621	503
839	2625	500
840	2628	496
841	2631	493
842	2634	490
843	2637	487
844	2640	484
845	2643	481
846	2646	478
847	2649	474
848	2651	471
849	2654	468
850	2658	465
851	2661	462
852	2664	459
853	2667	456
854	2671	453
855	2674	449
856	2677	446
857	2680	443
858	2683	440
859	2686	437
860	2689	434
861	2693	431
862	2695	427
863	2698	424
864	2702	421
865	2706	418
866	2709	415
867	2712	412
868	2736	412
869	2739	409
870	2742	406
871	2746	403
872	2749	399
873	2752	396
874	2755	393
875	2757	390
876	2760	387
877	2764	384
878	2767	380
879	2770	377
880	2774	374
881	2777	371
882	2780	368
883	2783	365
884	2786	362
885	2789	358
886	2792	355
887	2795	352
888	2799	349
889	2801	346
890	2804	343
891	2807	339
892	2811	336
893	2813	333
894	2816	330
895	2819	327
896	2822	324
897	2826	321
898	2829	317
899	2832	314
900	2835	311
901	2838	308
902	2842	305
903	2845	302
904	2848	299
905	2853	296
906	2856	292
907	2860	289
908	2863	286
909	2866	283
910	2870	280
911	2873	277
912	2876	274
913	2879	270
914	2883	267
915	2887	264
916	2891	261
917	2894	258
918	2897	255
919	2900	252
920	2904	249
921	2907	246
922	2912	243
923	2917	239
924	2920	236
925	2925	233
926	2929	230
927	2933	227
928	2936	224
929	2941	221
930	2945	218
931	2948	215
932	2951	211
933	2954	208
934	2957	205
935	2960	202
936	2964	199
937	2967	196
938	2970	192
939	2973	189
940	2975	186
941	2978	183
942	2981	180
943	2984	177
944	2988	173
945	2991	170
946	2994	167
947	2997	164
948	3000	161
949	3004	158
950	3007	154
951	3011	151
952	3014	148
953	3017	145
954	3020	142
955	3024	139
956	3027	136
957	3031	132
958	3034	129
959	3038	126
960	3042	123
961	3046	120
962	3049	117
963	3052	113
964	3055	110
965	3058	107
966	3060	104
967	3063	101
968	3067	98
969	3070	94
970	3073	91
971	3075	88
972	3079	85
973	3083	82
974	3087	79
975	3090	75
976	3094	72
977	3097	69
978	3100	66
979	3103	63
980	3106	60
981	3110	57
982	3112	53
983	3115	50
984	3118	47
985	3121	44
986	3125	41
987	3128	38
988	3131	34
989	3134	31
990	3138	28
991	3141	25
992	3144	22
993	3146	18
994	3150	15
995	3155	12
996	3159	9
997	3162	6
998	3165	3
999	3168	0
